subscription_item_id,stripe_customer_id,price_nickname,unit_amount,currency,billing_interval,quantity
si_00000026_0,cus_000000263053,Hiring,8378,usd,month,7
si_00000027_0,cus_000000275318,HR,121536,usd,year,3
si_00000028_0,cus_000000280546,Hiring,9375,usd,month,2
si_00000028_1,cus_000000280546,HR,12500,usd,month,2
si_00000029_0,cus_000000291123,Hiring,7048,usd,month,1
si_00000030_0,cus_000000300071,Hiring,5107,usd,month,3
si_00000030_1,cus_000000300071,HR,6809,usd,month,3
si_00000031_0,cus_000000318841,Hiring,7590,usd,month,5
si_00000031_1,cus_000000318841,HR,10120,usd,month,5
si_00000031_2,cus_000000318841,Payroll,1417,usd,month,75
si_00000032_0,cus_000000326684,Hiring,6519,usd,month,2
si_00000032_1,cus_000000326684,HR,8693,usd,month,2
si_00000032_2,cus_000000326684,Payroll,1217,usd,month,68
si_00000033_0,cus_000000336322,Hiring,8079,usd,month,4
si_00000033_1,cus_000000336322,HR,10772,usd,month,4
si_00000034_0,cus_000000346354,Hiring,8340,usd,month,1
si_00000034_1,cus_000000346354,Payroll,1557,usd,month,34
si_00000035_0,cus_000000358760,Hiring,4500,usd,month,4
si_00000036_0,cus_000000360239,Hiring,6553,usd,month,1
si_00000036_1,cus_000000360239,HR,8738,usd,month,1
si_00000036_2,cus_000000360239,Payroll,1223,usd,month,33
si_00000037_0,cus_000000373215,Hiring,5203,usd,month,2
si_00000037_1,cus_000000373215,HR,6937,usd,month,2
si_00000038_0,cus_000000388541,Hiring,4500,usd,month,2
si_00000038_1,cus_000000388541,Payroll,840,usd,month,44
si_00000039_0,cus_000000398932,Hiring,7956,usd,month,1
si_00000039_1,cus_000000398932,HR,10607,usd,month,1
si_00000039_2,cus_000000398932,Payroll,1485,usd,month,16
si_00000040_0,cus_000000409139,Hiring,7101,usd,month,5
si_00000040_1,cus_000000409139,HR,9468,usd,month,5
si_00000042_0,cus_000000422931,HR,134568,usd,year,1
si_00000043_0,cus_000000431203,Hiring,7999,usd,month,2
si_00000043_1,cus_000000431203,HR,10665,usd,month,2
si_00000044_0,cus_000000444399,Hiring,109176,usd,year,2
si_00000044_1,cus_000000444399,HR,145560,usd,year,2
si_00000045_0,cus_000000452957,Hiring,4614,usd,month,4
si_00000046_0,cus_000000468837,Hiring,8124,usd,month,8
si_00000046_1,cus_000000468837,HR,10832,usd,month,8
si_00000047_0,cus_000000470366,Hiring,5366,usd,month,1
si_00000047_1,cus_000000470366,HR,7155,usd,month,1
si_00000048_0,cus_000000486338,Hiring,8469,usd,month,3
si_00000048_1,cus_000000486338,Payroll,1581,usd,month,60
si_00000049_0,cus_000000499060,Hiring,6445,usd,month,3
si_00000050_0,cus_000000509765,Hiring,6966,usd,month,4
si_00000051_0,cus_000000516500,Hiring,7302,usd,month,9
si_00000052_0,cus_000000529498,Hiring,5178,usd,month,5
si_00000052_1,cus_000000529498,Payroll,967,usd,month,85
si_00000054_0,cus_000000540756,Hiring,6704,usd,month,3
si_00000054_1,cus_000000540756,HR,8939,usd,month,3
si_00000054_2,cus_000000540756,Payroll,1251,usd,month,99
si_00000055_0,cus_000000553592,Hiring,7875,usd,month,1
si_00000055_1,cus_000000553592,HR,10500,usd,month,1
si_00000056_0,cus_000000569253,Hiring,92208,usd,year,2
si_00000056_1,cus_000000569253,HR,122940,usd,year,2
si_00000057_0,cus_000000576551,Hiring,7516,usd,month,3
si_00000059_0,cus_000000597144,Hiring,6568,usd,month,3
si_00000060_0,cus_000000608164,Hiring,9375,usd,month,5
si_00000060_1,cus_000000608164,HR,12500,usd,month,5
si_00000061_0,cus_000000611412,Hiring,7636,usd,month,1
si_00000062_0,cus_000000628468,Hiring,4500,usd,month,9
si_00000063_0,cus_000000639000,Hiring,7263,usd,month,7
si_00000063_1,cus_000000639000,HR,9683,usd,month,7
si_00000064_0,cus_000000649638,Hiring,6918,usd,month,18
si_00000064_1,cus_000000649638,HR,9223,usd,month,18
si_00000065_0,cus_000000650257,Hiring,112500,usd,year,3
si_00000065_1,cus_000000650257,HR,150000,usd,year,3
si_00000067_0,cus_000000676002,Hiring,9133,usd,month,5
si_00000067_1,cus_000000676002,HR,12177,usd,month,5
si_00000067_2,cus_000000676002,Payroll,1705,usd,month,75
si_00000068_0,cus_000000687398,Hiring,6992,usd,month,5
si_00000069_0,cus_000000693229,Hiring,85740,usd,year,4
si_00000069_1,cus_000000693229,HR,114312,usd,year,4
si_00000069_2,cus_000000693229,Payroll,16008,usd,year,92
si_00000070_0,cus_000000700383,Hiring,6635,usd,month,6
si_00000070_1,cus_000000700383,HR,8846,usd,month,6
si_00000070_2,cus_000000700383,Payroll,1238,usd,month,60
si_00000071_0,cus_000000716234,Hiring,7326,usd,month,1
si_00000072_0,cus_000000729223,Hiring,9375,usd,month,6
si_00000072_1,cus_000000729223,Payroll,1750,usd,month,162
si_00000073_0,cus_000000730214,Hiring,82488,usd,year,1
si_00000073_1,cus_000000730214,Payroll,15396,usd,year,34
si_00000075_0,cus_000000752185,Hiring,8536,usd,month,6
si_00000075_1,cus_000000752185,HR,11381,usd,month,6
si_00000076_0,cus_000000769462,Hiring,7257,usd,month,2
si_00000076_1,cus_000000769462,HR,9675,usd,month,2
si_00000077_0,cus_000000776643,Hiring,9312,usd,month,9
si_00000077_1,cus_000000776643,HR,12416,usd,month,9
si_00000077_2,cus_000000776643,Payroll,1738,usd,month,45
si_00000078_0,cus_000000787036,Hiring,7473,usd,month,3
si_00000079_0,cus_000000794044,Hiring,6656,usd,month,6
si_00000079_1,cus_000000794044,HR,8874,usd,month,6
si_00000080_0,cus_000000805999,Hiring,7520,usd,month,8
si_00000080_1,cus_000000805999,HR,10027,usd,month,8
si_00000081_0,cus_000000819980,Hiring,7718,usd,month,5
si_00000081_1,cus_000000819980,HR,10290,usd,month,5
si_00000082_0,cus_000000829844,Hiring,6615,usd,month,8
si_00000083_0,cus_000000835125,Hiring,9114,usd,month,3
si_00000083_1,cus_000000835125,HR,12153,usd,month,3
si_00000084_0,cus_000000845738,Hiring,6879,usd,month,1
si_00000084_1,cus_000000845738,Payroll,1284,usd,month,20
si_00000085_0,cus_000000858972,Hiring,8972,usd,month,4
si_00000086_0,cus_000000866893,Hiring,5871,usd,month,6
si_00000086_1,cus_000000866893,HR,7828,usd,month,6
si_00000087_0,cus_000000871397,Hiring,6711,usd,month,5
si_00000088_0,cus_000000883969,HR,11279,usd,month,11
si_00000089_0,cus_000000897828,Hiring,7885,usd,month,3
si_00000089_1,cus_000000897828,HR,10514,usd,month,3
si_00000089_2,cus_000000897828,Payroll,1472,usd,month,108
si_00000090_0,cus_000000904274,Hiring,5530,usd,month,1
si_00000091_0,cus_000000910595,Hiring,6160,usd,month,4
si_00000091_1,cus_000000910595,HR,8213,usd,month,4
si_00000092_0,cus_000000926678,Hiring,8450,usd,month,8
si_00000092_1,cus_000000926678,HR,11267,usd,month,8
si_00000093_0,cus_000000934152,Hiring,7659,usd,month,4
si_00000093_1,cus_000000934152,Payroll,1430,usd,month,132
si_00000094_0,cus_000000944032,Hiring,5554,usd,month,2
si_00000094_1,cus_000000944032,HR,7406,usd,month,2
si_00000094_2,cus_000000944032,Payroll,1037,usd,month,66
si_00000095_0,cus_000000958088,Hiring,6964,usd,month,1
si_00000095_1,cus_000000958088,Payroll,1300,usd,month,17
si_00000096_0,cus_000000962937,HR,9401,usd,month,5
si_00000097_0,cus_000000976847,Hiring,7562,usd,month,2
si_00000097_1,cus_000000976847,HR,10083,usd,month,2
si_00000098_0,cus_000000987261,Hiring,8589,usd,month,5
si_00000098_1,cus_000000987261,HR,11452,usd,month,5
si_00000099_0,cus_000000998444,Hiring,6441,usd,month,1
si_00000099_1,cus_000000998444,HR,8588,usd,month,1
si_00000100_0,cus_000001003198,HR,9504,usd,month,16
si_00000101_0,cus_000001014548,Hiring,75144,usd,year,6
si_00000102_0,cus_000001026775,Hiring,7400,usd,month,4
si_00000102_1,cus_000001026775,HR,9867,usd,month,4
si_00000102_2,cus_000001026775,Payroll,1381,usd,month,120
si_00000103_0,cus_000001039868,Hiring,6337,usd,month,3
si_00000104_0,cus_000001043419,Hiring,5178,usd,month,2
si_00000105_0,cus_000001051677,Hiring,6289,usd,month,1
si_00000105_1,cus_000001051677,HR,8386,usd,month,1
si_00000106_0,cus_000001065370,Hiring,5886,usd,month,1
si_00000106_1,cus_000001065370,HR,7848,usd,month,1
si_00000106_2,cus_000001065370,Payroll,1099,usd,month,28
si_00000107_0,cus_000001079558,Hiring,5797,usd,month,1
si_00000107_1,cus_000001079558,HR,7730,usd,month,1
si_00000108_0,cus_000001083807,Hiring,7071,usd,month,3
si_00000108_1,cus_000001083807,Payroll,1320,usd,month,87
si_00000109_0,cus_000001094956,Hiring,8022,usd,month,1
si_00000109_1,cus_000001094956,HR,10696,usd,month,1
si_00000110_0,cus_000001107018,Hiring,7244,usd,month,3
si_00000110_1,cus_000001107018,HR,9658,usd,month,3
si_00000111_0,cus_000001118868,Hiring,96384,usd,year,2
si_00000111_1,cus_000001118868,Payroll,17988,usd,year,24
si_00000112_0,cus_000001125769,Hiring,8302,usd,month,8
si_00000112_1,cus_000001125769,HR,11069,usd,month,8
si_00000112_2,cus_000001125769,Payroll,1550,usd,month,64
si_00000113_0,cus_000001137089,Hiring,5017,usd,month,5
si_00000114_0,cus_000001146981,Hiring,7169,usd,month,3
si_00000115_0,cus_000001159491,Hiring,8649,usd,month,2
si_00000116_0,cus_000001165725,Hiring,5404,usd,month,9
si_00000116_1,cus_000001165725,HR,7206,usd,month,9
si_00000117_0,cus_000001173729,Hiring,100212,usd,year,4
si_00000117_1,cus_000001173729,HR,133620,usd,year,4
si_00000118_0,cus_000001187229,Hiring,112500,usd,year,3
si_00000118_1,cus_000001187229,HR,150000,usd,year,3
si_00000118_2,cus_000001187229,Payroll,21000,usd,year,42
si_00000119_0,cus_000001190538,Hiring,7652,usd,month,3
si_00000119_1,cus_000001190538,HR,10203,usd,month,3
si_00000119_2,cus_000001190538,Payroll,1428,usd,month,27
si_00000121_0,cus_000001216081,HR,9734,usd,month,4
si_00000122_0,cus_000001227352,Hiring,7523,usd,month,8
si_00000122_1,cus_000001227352,HR,10030,usd,month,8
si_00000123_0,cus_000001230838,Hiring,6460,usd,month,1
si_00000123_1,cus_000001230838,HR,8613,usd,month,1
si_00000124_0,cus_000001240637,Hiring,6772,usd,month,7
si_00000124_1,cus_000001240637,HR,9029,usd,month,7
si_00000124_2,cus_000001240637,Payroll,1264,usd,month,42
si_00000125_0,cus_000001253849,Hiring,7757,usd,month,1
si_00000125_1,cus_000001253849,HR,10342,usd,month,1
si_00000125_2,cus_000001253849,Payroll,1448,usd,month,25
si_00000126_0,cus_000001263170,Hiring,9016,usd,month,6
si_00000127_0,cus_000001277001,Hiring,7216,usd,month,4
si_00000127_1,cus_000001277001,HR,9622,usd,month,4
si_00000128_0,cus_000001288197,Hiring,6997,usd,month,3
si_00000130_0,cus_000001302224,HR,7560,usd,month,8
si_00000131_0,cus_000001315281,Hiring,5868,usd,month,1
si_00000131_1,cus_000001315281,HR,7824,usd,month,1
si_00000131_2,cus_000001315281,Payroll,1095,usd,month,27
si_00000132_0,cus_000001320406,Hiring,7950,usd,month,3
si_00000133_0,cus_000001332142,Hiring,5640,usd,month,2
si_00000134_0,cus_000001342018,Hiring,6037,usd,month,2
si_00000134_1,cus_000001342018,HR,8049,usd,month,2
si_00000135_0,cus_000001359938,Hiring,103068,usd,year,3
si_00000135_1,cus_000001359938,HR,137424,usd,year,3
si_00000136_0,cus_000001361699,HR,8516,usd,month,2
si_00000136_1,cus_000001361699,Payroll,1192,usd,month,8
si_00000137_0,cus_000001374370,Hiring,100524,usd,year,10
si_00000137_1,cus_000001374370,HR,134040,usd,year,10
si_00000138_0,cus_000001387782,HR,10003,usd,month,2
si_00000139_0,cus_000001391670,Hiring,7354,usd,month,8
si_00000140_0,cus_000001409044,Hiring,69792,usd,year,6
si_00000140_1,cus_000001409044,HR,93048,usd,year,6
si_00000141_0,cus_000001416953,Hiring,79788,usd,year,1
si_00000142_0,cus_000001424748,Hiring,7008,usd,month,3
si_00000143_0,cus_000001436058,Hiring,6528,usd,month,4
si_00000143_1,cus_000001436058,HR,8705,usd,month,4
si_00000144_0,cus_000001447996,Hiring,5909,usd,month,2
si_00000145_0,cus_000001454713,Hiring,7102,usd,month,1
si_00000145_1,cus_000001454713,HR,9470,usd,month,1
si_00000146_0,cus_000001464220,Hiring,97488,usd,year,1
si_00000146_1,cus_000001464220,HR,129972,usd,year,1
si_00000147_0,cus_000001476369,Hiring,5425,usd,month,2
si_00000147_1,cus_000001476369,HR,7233,usd,month,2
si_00000147_2,cus_000001476369,Payroll,1013,usd,month,64
si_00000148_0,cus_000001485318,Hiring,7411,usd,month,2
si_00000149_0,cus_000001492537,Hiring,8159,usd,month,6
si_00000149_1,cus_000001492537,Payroll,1523,usd,month,198
si_00000150_0,cus_000001507990,Hiring,6710,usd,month,7
si_00000150_1,cus_000001507990,HR,8947,usd,month,7
si_00000151_0,cus_000001513484,Hiring,56328,usd,year,1
si_00000151_1,cus_000001513484,Payroll,10512,usd,year,23
si_00000152_0,cus_000001520524,Hiring,7977,usd,month,3
si_00000152_1,cus_000001520524,HR,10636,usd,month,3
si_00000153_0,cus_000001532695,Hiring,4500,usd,month,1
si_00000153_1,cus_000001532695,Payroll,840,usd,month,27
si_00000154_0,cus_000001549635,Hiring,7372,usd,month,4
si_00000154_1,cus_000001549635,HR,9829,usd,month,4
si_00000155_0,cus_000001559113,Hiring,7968,usd,month,5
si_00000156_0,cus_000001569728,Hiring,5785,usd,month,7
si_00000156_1,cus_000001569728,HR,7713,usd,month,7
si_00000157_0,cus_000001579968,Hiring,9200,usd,month,4
si_00000157_1,cus_000001579968,HR,12267,usd,month,4
si_00000158_0,cus_000001586697,Hiring,6836,usd,month,3
si_00000158_1,cus_000001586697,Payroll,1276,usd,month,36
si_00000159_0,cus_000001594516,Hiring,8862,usd,month,2
si_00000159_1,cus_000001594516,HR,11816,usd,month,2
si_00000159_2,cus_000001594516,Payroll,1654,usd,month,24
si_00000160_0,cus_000001608506,Hiring,8058,usd,month,1
si_00000160_1,cus_000001608506,HR,10744,usd,month,1
si_00000160_2,cus_000001608506,Payroll,1504,usd,month,34
si_00000161_0,cus_000001610238,Hiring,4754,usd,month,8
si_00000161_1,cus_000001610238,HR,6338,usd,month,8
si_00000161_2,cus_000001610238,Payroll,887,usd,month,272
si_00000162_0,cus_000001628343,Hiring,8726,usd,month,5
si_00000162_1,cus_000001628343,HR,11635,usd,month,5
si_00000162_2,cus_000001628343,Payroll,1629,usd,month,95
si_00000163_0,cus_000001633354,Hiring,5659,usd,month,1
si_00000163_1,cus_000001633354,HR,7545,usd,month,1
si_00000163_2,cus_000001633354,Payroll,1056,usd,month,31
si_00000164_0,cus_000001646636,Hiring,5850,usd,month,1
si_00000165_0,cus_000001654063,Hiring,4939,usd,month,7
si_00000165_1,cus_000001654063,HR,6586,usd,month,7
si_00000165_2,cus_000001654063,Payroll,922,usd,month,28
si_00000166_0,cus_000001660317,Hiring,8164,usd,month,5
si_00000166_1,cus_000001660317,HR,10886,usd,month,5
si_00000167_0,cus_000001674237,Hiring,7140,usd,month,2
si_00000167_1,cus_000001674237,HR,9519,usd,month,2
si_00000168_0,cus_000001684083,Hiring,8434,usd,month,2
si_00000168_1,cus_000001684083,HR,11246,usd,month,2
si_00000169_0,cus_000001692247,Hiring,8178,usd,month,2
si_00000169_1,cus_000001692247,HR,10904,usd,month,2
si_00000169_2,cus_000001692247,Payroll,1527,usd,month,18
si_00000170_0,cus_000001702472,Hiring,6980,usd,month,10
si_00000171_0,cus_000001715840,Hiring,9057,usd,month,2
si_00000171_1,cus_000001715840,HR,12076,usd,month,2
si_00000171_2,cus_000001715840,Payroll,1691,usd,month,48
si_00000172_0,cus_000001726707,Hiring,7212,usd,month,2
si_00000172_1,cus_000001726707,HR,9616,usd,month,2
si_00000173_0,cus_000001732125,Hiring,7535,usd,month,5
si_00000174_0,cus_000001742394,Hiring,6368,usd,month,2
si_00000174_1,cus_000001742394,HR,8491,usd,month,2
si_00000174_2,cus_000001742394,Payroll,1189,usd,month,64
si_00000175_0,cus_000001759595,Hiring,9375,usd,month,2
si_00000175_1,cus_000001759595,HR,12500,usd,month,2
si_00000176_0,cus_000001760427,Hiring,8551,usd,month,4
si_00000176_1,cus_000001760427,Payroll,1596,usd,month,92
si_00000177_0,cus_000001779908,Hiring,5546,usd,month,3
si_00000178_0,cus_000001789243,Hiring,4965,usd,month,12
si_00000178_1,cus_000001789243,HR,6620,usd,month,12
si_00000178_2,cus_000001789243,Payroll,927,usd,month,156
si_00000179_0,cus_000001790315,Hiring,7004,usd,month,4
si_00000179_1,cus_000001790315,Payroll,1307,usd,month,44
si_00000180_0,cus_000001807699,Hiring,65892,usd,year,10
si_00000180_1,cus_000001807699,HR,87864,usd,year,10
si_00000181_0,cus_000001811809,Hiring,6556,usd,month,1
si_00000181_1,cus_000001811809,HR,8742,usd,month,1
si_00000182_0,cus_000001824629,Hiring,5291,usd,month,1
si_00000182_1,cus_000001824629,HR,7055,usd,month,1
si_00000183_0,cus_000001833729,Hiring,77520,usd,year,3
si_00000183_1,cus_000001833729,Payroll,14472,usd,year,42
si_00000184_0,cus_000001846660,Hiring,104592,usd,year,3
si_00000184_1,cus_000001846660,HR,139452,usd,year,3
si_00000184_2,cus_000001846660,Payroll,19524,usd,year,90
si_00000185_0,cus_000001854347,Hiring,4796,usd,month,7
si_00000185_1,cus_000001854347,HR,6394,usd,month,7
si_00000185_2,cus_000001854347,Payroll,895,usd,month,35
si_00000187_0,cus_000001877792,Hiring,7442,usd,month,3
si_00000187_1,cus_000001877792,HR,9923,usd,month,3
si_00000187_2,cus_000001877792,Payroll,1389,usd,month,51
si_00000188_0,cus_000001884259,Hiring,6145,usd,month,1
si_00000189_0,cus_000001892357,Hiring,6588,usd,month,13
si_00000189_1,cus_000001892357,HR,8784,usd,month,13
si_00000189_2,cus_000001892357,Payroll,1230,usd,month,416
si_00000190_0,cus_000001902736,Hiring,7863,usd,month,2
si_00000190_1,cus_000001902736,HR,10484,usd,month,2
si_00000190_2,cus_000001902736,Payroll,1468,usd,month,24
si_00000191_0,cus_000001915398,Hiring,7364,usd,month,6
si_00000192_0,cus_000001928307,Hiring,6969,usd,month,4
si_00000193_0,cus_000001937690,Hiring,7042,usd,month,5
si_00000193_1,cus_000001937690,HR,9389,usd,month,5
si_00000194_0,cus_000001944377,Hiring,84480,usd,year,4
si_00000194_1,cus_000001944377,Payroll,15768,usd,year,152
si_00000195_0,cus_000001951961,Hiring,7474,usd,month,3
si_00000195_1,cus_000001951961,HR,9965,usd,month,3
si_00000195_2,cus_000001951961,Payroll,1395,usd,month,57
si_00000196_0,cus_000001968633,Hiring,7270,usd,month,8
si_00000196_1,cus_000001968633,HR,9693,usd,month,8
si_00000197_0,cus_000001970567,Hiring,6090,usd,month,1
si_00000197_1,cus_000001970567,HR,8121,usd,month,1
si_00000198_0,cus_000001983991,Hiring,92664,usd,year,1
si_00000198_1,cus_000001983991,HR,123552,usd,year,1
si_00000199_0,cus_000001993931,HR,116988,usd,year,5
si_00000199_1,cus_000001993931,Payroll,16380,usd,year,120
si_00000200_0,cus_000002001178,Hiring,7151,usd,month,6
si_00000201_0,cus_000002012659,Hiring,7365,usd,month,3
si_00000202_0,cus_000002021520,Hiring,7416,usd,month,8
si_00000202_1,cus_000002021520,HR,9888,usd,month,8
si_00000203_0,cus_000002034381,Hiring,7430,usd,month,1
si_00000204_0,cus_000002043343,Hiring,5905,usd,month,1
si_00000205_0,cus_000002050707,Hiring,84852,usd,year,6
si_00000205_1,cus_000002050707,HR,113124,usd,year,6
si_00000207_0,cus_000002075304,Hiring,86532,usd,year,5
si_00000207_1,cus_000002075304,HR,115380,usd,year,5
si_00000208_0,cus_000002085527,Hiring,8167,usd,month,12
si_00000208_1,cus_000002085527,HR,10890,usd,month,12
si_00000209_0,cus_000002090013,Hiring,7950,usd,month,7
si_00000210_0,cus_000002102542,Hiring,6744,usd,month,6
si_00000210_1,cus_000002102542,HR,8992,usd,month,6
si_00000211_0,cus_000002110359,Hiring,68712,usd,year,6
si_00000211_1,cus_000002110359,HR,91608,usd,year,6
si_00000212_0,cus_000002125076,Hiring,5882,usd,month,5
si_00000212_1,cus_000002125076,HR,7843,usd,month,5
si_00000212_2,cus_000002125076,Payroll,1098,usd,month,70
si_00000213_0,cus_000002134577,Hiring,7364,usd,month,5
si_00000213_1,cus_000002134577,HR,9819,usd,month,5
si_00000214_0,cus_000002148161,Hiring,7910,usd,month,2
si_00000214_1,cus_000002148161,HR,10546,usd,month,2
si_00000214_2,cus_000002148161,Payroll,1476,usd,month,50
si_00000215_0,cus_000002159107,Hiring,4563,usd,month,2
si_00000215_1,cus_000002159107,Payroll,852,usd,month,62
si_00000216_0,cus_000002167866,Hiring,9375,usd,month,13
si_00000216_1,cus_000002167866,Payroll,1750,usd,month,390
si_00000217_0,cus_000002175827,Hiring,8187,usd,month,1
si_00000217_1,cus_000002175827,Payroll,1528,usd,month,16
si_00000218_0,cus_000002185413,Hiring,8545,usd,month,8
si_00000218_1,cus_000002185413,HR,11394,usd,month,8
si_00000219_0,cus_000002192878,Hiring,5308,usd,month,3
si_00000220_0,cus_000002204448,Hiring,6811,usd,month,4
si_00000220_1,cus_000002204448,HR,9081,usd,month,4
si_00000221_0,cus_000002211949,Hiring,4516,usd,month,4
si_00000221_1,cus_000002211949,Payroll,843,usd,month,68
si_00000222_0,cus_000002225891,Hiring,8948,usd,month,2
si_00000223_0,cus_000002239220,Hiring,6884,usd,month,1
si_00000223_1,cus_000002239220,HR,9179,usd,month,1
si_00000223_2,cus_000002239220,Payroll,1285,usd,month,37
si_00000224_0,cus_000002240457,Hiring,100260,usd,year,6
si_00000225_0,cus_000002255835,Hiring,6485,usd,month,3
si_00000226_0,cus_000002265297,Hiring,6857,usd,month,3
si_00000227_0,cus_000002272897,Hiring,7862,usd,month,5
si_00000227_1,cus_000002272897,HR,10483,usd,month,5
si_00000227_2,cus_000002272897,Payroll,1468,usd,month,55
si_00000229_0,cus_000002294543,Hiring,6002,usd,month,3
si_00000230_0,cus_000002308393,Hiring,8788,usd,month,2
si_00000230_1,cus_000002308393,HR,11718,usd,month,2
si_00000231_0,cus_000002317352,Hiring,5258,usd,month,2
si_00000232_0,cus_000002327484,Hiring,5574,usd,month,5
si_00000232_1,cus_000002327484,Payroll,1040,usd,month,30
si_00000233_0,cus_000002332811,Hiring,65868,usd,year,5
si_00000233_1,cus_000002332811,Payroll,12300,usd,year,30
si_00000234_0,cus_000002346347,Hiring,6145,usd,month,2
si_00000234_1,cus_000002346347,Payroll,1147,usd,month,22
si_00000235_0,cus_000002350038,Hiring,4972,usd,month,5
si_00000235_1,cus_000002350038,HR,6629,usd,month,5
si_00000236_0,cus_000002363774,HR,128376,usd,year,4
si_00000237_0,cus_000002379776,Hiring,7280,usd,month,5
si_00000237_1,cus_000002379776,HR,9707,usd,month,5
si_00000238_0,cus_000002386913,Hiring,4500,usd,month,2
si_00000238_1,cus_000002386913,HR,6000,usd,month,2
si_00000239_0,cus_000002390522,Hiring,7442,usd,month,5
si_00000239_1,cus_000002390522,HR,9922,usd,month,5
si_00000240_0,cus_000002400926,Hiring,5899,usd,month,1
si_00000240_1,cus_000002400926,HR,7865,usd,month,1
si_00000241_0,cus_000002410881,Hiring,6696,usd,month,4
si_00000242_0,cus_000002426839,Hiring,5043,usd,month,10
si_00000242_1,cus_000002426839,HR,6724,usd,month,10
si_00000243_0,cus_000002434275,Hiring,7249,usd,month,5
si_00000243_1,cus_000002434275,HR,9666,usd,month,5
si_00000244_0,cus_000002442004,Hiring,6602,usd,month,7
si_00000244_1,cus_000002442004,HR,8803,usd,month,7
si_00000244_2,cus_000002442004,Payroll,1232,usd,month,42
si_00000245_0,cus_000002458735,Hiring,6909,usd,month,5
si_00000245_1,cus_000002458735,HR,9211,usd,month,5
si_00000246_0,cus_000002465264,Hiring,78348,usd,year,4
si_00000247_0,cus_000002470773,Hiring,8172,usd,month,3
si_00000247_1,cus_000002470773,HR,10896,usd,month,3
si_00000247_2,cus_000002470773,Payroll,1525,usd,month,42
si_00000248_0,cus_000002482012,Hiring,69300,usd,year,8
si_00000248_1,cus_000002482012,Payroll,12936,usd,year,128
si_00000249_0,cus_000002494163,Hiring,6928,usd,month,2
si_00000249_1,cus_000002494163,HR,9237,usd,month,2
si_00000249_2,cus_000002494163,Payroll,1293,usd,month,48
si_00000250_0,cus_000002509159,Hiring,91356,usd,year,1
